energy_system_scenario,freight_demand_scenario,year,region,technology,freight_ton_mile_travel
Reference/business as usual,business_as_usual,2035,north_west,biodiesel,206000000000.0
Reference/business as usual,business_as_usual,2035,north_west,catenary,180000000000.0
Reference/business as usual,business_as_usual,2035,north_west,battery,155000000000.0
Reference/business as usual,business_as_usual,2035,south_east,diesel,173000000000.0
Reference/business as usual,business_as_usual,2035,south_east,hydrogen,174000000000.0
Reference/business as usual,business_as_usual,2035,south_east,biodiesel,179000000000.0
Reference/business as usual,business_as_usual,2035,south_east,catenary,162000000000.0
Reference/business as usual,business_as_usual,2035,south_east,battery,147000000000.0
Reference/business as usual,business_as_usual,2035,south_west,diesel,157000000000.0
Reference/business as usual,business_as_usual,2035,south_west,hydrogen,146000000000.0
Reference/business as usual,business_as_usual,2035,south_west,biodiesel,170000000000.0
Reference/business as usual,business_as_usual,2035,south_west,catenary,206000000000.0
Reference/business as usual,business_as_usual,2035,south_west,battery,172000000000.0
Reference/business as usual,business_as_usual,2035,texas,diesel,144000000000.0
Reference/business as usual,business_as_usual,2035,texas,hydrogen,147000000000.0
Reference/business as usual,business_as_usual,2035,texas,biodiesel,162000000000.0
Reference/business as usual,business_as_usual,2035,texas,catenary,208000000000.0
Reference/business as usual,business_as_usual,2035,texas,battery,153000000000.0
Reference/business as usual,business_as_usual,2040,california,diesel,155000000000.0
Reference/business as usual,business_as_usual,2040,california,hydrogen,209000000000.0
Reference/business as usual,business_as_usual,2040,california,biodiesel,174000000000.0
Reference/business as usual,business_as_usual,2040,california,catenary,170000000000.0
Reference/business as usual,business_as_usual,2040,california,battery,193000000000.0
Reference/business as usual,business_as_usual,2040,central,diesel,215000000000.0
Reference/business as usual,business_as_usual,2040,central,hydrogen,200000000000.0
Reference/business as usual,business_as_usual,2040,central,biodiesel,212000000000.0
Reference/business as usual,business_as_usual,2040,central,catenary,198000000000.0
Reference/business as usual,business_as_usual,2040,central,battery,166000000000.0
Reference/business as usual,business_as_usual,2040,middle_atlantic,diesel,211000000000.0
Reference/business as usual,business_as_usual,2040,middle_atlantic,hydrogen,188000000000.0
Reference/business as usual,business_as_usual,2040,middle_atlantic,biodiesel,156000000000.0
Reference/business as usual,business_as_usual,2040,middle_atlantic,catenary,173000000000.0
Reference/business as usual,business_as_usual,2040,middle_atlantic,battery,170000000000.0
Reference/business as usual,business_as_usual,2040,north_central,diesel,209000000000.0
Reference/business as usual,business_as_usual,2040,north_central,hydrogen,148000000000.0
Reference/business as usual,business_as_usual,2040,north_central,biodiesel,190000000000.0
Reference/business as usual,business_as_usual,2040,north_central,catenary,196000000000.0
Reference/business as usual,business_as_usual,2040,north_central,battery,148000000000.0
Reference/business as usual,business_as_usual,2040,north_east,diesel,209000000000.0
Reference/business as usual,business_as_usual,2040,north_east,hydrogen,176000000000.0
Reference/business as usual,business_as_usual,2040,north_east,biodiesel,147000000000.0
Reference/business as usual,business_as_usual,2040,north_east,catenary,194000000000.0
Reference/business as usual,business_as_usual,2040,north_east,battery,152000000000.0
Reference/business as usual,business_as_usual,2040,north_west,diesel,145000000000.0
Reference/business as usual,business_as_usual,2040,north_west,hydrogen,185000000000.0
Reference/business as usual,business_as_usual,2040,north_west,biodiesel,186000000000.0
Reference/business as usual,business_as_usual,2040,north_west,catenary,155000000000.0
Reference/business as usual,business_as_usual,2040,north_west,battery,158000000000.0
Reference/business as usual,business_as_usual,2040,south_east,diesel,149000000000.0
Reference/business as usual,business_as_usual,2040,south_east,hydrogen,214000000000.0
Reference/business as usual,business_as_usual,2040,south_east,biodiesel,159000000000.0
Reference/business as usual,business_as_usual,2040,south_east,catenary,162000000000.0
Reference/business as usual,business_as_usual,2040,south_east,battery,178000000000.0
Reference/business as usual,business_as_usual,2040,south_west,diesel,192000000000.0
Reference/business as usual,business_as_usual,2040,south_west,hydrogen,162000000000.0
Reference/business as usual,business_as_usual,2040,south_west,biodiesel,189000000000.0
Reference/business as usual,business_as_usual,2040,south_west,catenary,204000000000.0
Reference/business as usual,business_as_usual,2040,south_west,battery,178000000000.0
Reference/business as usual,business_as_usual,2040,texas,diesel,155000000000.0
Reference/business as usual,business_as_usual,2040,texas,hydrogen,151000000000.0
Reference/business as usual,business_as_usual,2040,texas,biodiesel,214000000000.0
Reference/business as usual,business_as_usual,2040,texas,catenary,214000000000.0
Reference/business as usual,business_as_usual,2040,texas,battery,202000000000.0
Reference/business as usual,business_as_usual,2045,california,diesel,156000000000.0
Reference/business as usual,business_as_usual,2045,california,hydrogen,182000000000.0
Reference/business as usual,business_as_usual,2045,california,biodiesel,146000000000.0
Reference/business as usual,business_as_usual,2045,california,catenary,214000000000.0
Reference/business as usual,business_as_usual,2045,california,battery,165000000000.0
Reference/business as usual,business_as_usual,2045,central,diesel,162000000000.0
Reference/business as usual,business_as_usual,2045,central,hydrogen,193000000000.0
Reference/business as usual,business_as_usual,2045,central,biodiesel,183000000000.0
Reference/business as usual,business_as_usual,2045,central,catenary,200000000000.0
Reference/business as usual,business_as_usual,2045,central,battery,172000000000.0
Reference/business as usual,business_as_usual,2045,middle_atlantic,diesel,171000000000.0
Reference/business as usual,business_as_usual,2045,middle_atlantic,hydrogen,172000000000.0
Reference/business as usual,business_as_usual,2045,middle_atlantic,biodiesel,180000000000.0
Reference/business as usual,business_as_usual,2045,middle_atlantic,catenary,168000000000.0
Reference/business as usual,business_as_usual,2045,middle_atlantic,battery,205000000000.0
Reference/business as usual,business_as_usual,2045,north_central,diesel,147000000000.0
Reference/business as usual,business_as_usual,2045,north_central,hydrogen,205000000000.0
Reference/business as usual,business_as_usual,2045,north_central,biodiesel,209000000000.0
Reference/business as usual,business_as_usual,2045,north_central,catenary,145000000000.0
Reference/business as usual,business_as_usual,2045,north_central,battery,159000000000.0
Reference/business as usual,business_as_usual,2045,north_east,diesel,181000000000.0
Reference/business as usual,business_as_usual,2045,north_east,hydrogen,187000000000.0
Reference/business as usual,business_as_usual,2045,north_east,biodiesel,215000000000.0
Reference/business as usual,business_as_usual,2045,north_east,catenary,193000000000.0
Reference/business as usual,business_as_usual,2045,north_east,battery,148000000000.0
Reference/business as usual,business_as_usual,2045,north_west,diesel,170000000000.0
Reference/business as usual,business_as_usual,2045,north_west,hydrogen,152000000000.0
Reference/business as usual,business_as_usual,2045,north_west,biodiesel,190000000000.0
Reference/business as usual,business_as_usual,2045,north_west,catenary,182000000000.0
Reference/business as usual,business_as_usual,2045,north_west,battery,168000000000.0
Reference/business as usual,business_as_usual,2045,south_east,diesel,163000000000.0
Reference/business as usual,business_as_usual,2045,south_east,hydrogen,180000000000.0
Reference/business as usual,business_as_usual,2045,south_east,biodiesel,155000000000.0
Reference/business as usual,business_as_usual,2045,south_east,catenary,190000000000.0
Reference/business as usual,business_as_usual,2045,south_east,battery,186000000000.0
Reference/business as usual,business_as_usual,2045,south_west,diesel,195000000000.0
Reference/business as usual,business_as_usual,2045,south_west,hydrogen,149000000000.0
Reference/business as usual,business_as_usual,2045,south_west,biodiesel,176000000000.0
Reference/business as usual,business_as_usual,2045,south_west,catenary,154000000000.0
Reference/business as usual,business_as_usual,2045,south_west,battery,211000000000.0
Reference/business as usual,business_as_usual,2045,texas,diesel,199000000000.0
Reference/business as usual,business_as_usual,2045,texas,hydrogen,183000000000.0
Reference/business as usual,business_as_usual,2045,texas,biodiesel,206000000000.0
Reference/business as usual,business_as_usual,2045,texas,catenary,149000000000.0
Reference/business as usual,business_as_usual,2045,texas,battery,166000000000.0
Reference/business as usual,business_as_usual,2050,california,diesel,215000000000.0
Reference/business as usual,business_as_usual,2050,california,hydrogen,180000000000.0
Reference/business as usual,business_as_usual,2050,california,biodiesel,196000000000.0
Reference/business as usual,business_as_usual,2050,california,catenary,183000000000.0
Reference/business as usual,business_as_usual,2050,california,battery,154000000000.0
Reference/business as usual,business_as_usual,2050,central,diesel,185000000000.0
Reference/business as usual,business_as_usual,2050,central,hydrogen,182000000000.0
Reference/business as usual,business_as_usual,2050,central,biodiesel,212000000000.0
Reference/business as usual,business_as_usual,2050,central,catenary,182000000000.0
Reference/business as usual,business_as_usual,2050,central,battery,163000000000.0
Reference/business as usual,business_as_usual,2050,middle_atlantic,diesel,211000000000.0
Reference/business as usual,business_as_usual,2050,middle_atlantic,hydrogen,189000000000.0
Reference/business as usual,business_as_usual,2050,middle_atlantic,biodiesel,185000000000.0
Reference/business as usual,business_as_usual,2050,middle_atlantic,catenary,205000000000.0
Reference/business as usual,business_as_usual,2050,middle_atlantic,battery,175000000000.0
Reference/business as usual,business_as_usual,2050,north_central,diesel,170000000000.0
Reference/business as usual,business_as_usual,2050,north_central,hydrogen,146000000000.0
Reference/business as usual,business_as_usual,2050,north_central,biodiesel,159000000000.0
Reference/business as usual,business_as_usual,2050,north_central,catenary,180000000000.0
Reference/business as usual,business_as_usual,2050,north_central,battery,182000000000.0
Reference/business as usual,business_as_usual,2050,north_east,diesel,213000000000.0
Reference/business as usual,business_as_usual,2050,north_east,hydrogen,184000000000.0
Reference/business as usual,business_as_usual,2050,north_east,biodiesel,200000000000.0
Reference/business as usual,business_as_usual,2050,north_east,catenary,178000000000.0
Reference/business as usual,business_as_usual,2050,north_east,battery,158000000000.0
Reference/business as usual,business_as_usual,2050,north_west,diesel,184000000000.0
Reference/business as usual,business_as_usual,2050,north_west,hydrogen,154000000000.0
