energy_system_scenario,freight_demand_scenario,year,region,technology,number_of_locomotives,number_of_tender_cars,locomotive_hours,tender_hours,cost_per_locomotive ($),cost_per_tender ($),cost_per_locomotive_hour ($),cost_per_tender_hour ($)
Reference/business as usual,Agricultural Shift,2050,south_east,diesel,2661,0,11650,0,3500000,0,93.09,23.27
Reference/business as usual,Agricultural Shift,2050,south_east,hydrogen,2296,2296,10052,10052,3500000,190000,93.09,23.27
Reference/business as usual,Agricultural Shift,2050,south_east,biodiesel,2485,0,10879,0,3500000,0,93.09,23.27
Reference/business as usual,Agricultural Shift,2050,south_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Agricultural Shift,2050,south_east,battery,2439,7317,10678,32034,3500000,190000,93.09,23.27
Reference/business as usual,Agricultural Shift,2050,south_west,diesel,2789,0,12210,0,3500000,0,93.09,23.27
Reference/business as usual,Agricultural Shift,2050,south_west,hydrogen,2338,2338,10236,10236,3500000,190000,93.09,23.27
Reference/business as usual,Agricultural Shift,2050,south_west,biodiesel,2867,0,12552,0,3500000,0,93.09,23.27
Reference/business as usual,Agricultural Shift,2050,south_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Agricultural Shift,2050,south_west,battery,3234,9702,14158,42475,3500000,190000,93.09,23.27
Reference/business as usual,Agricultural Shift,2050,texas,diesel,2357,0,10319,0,3500000,0,93.09,23.27
Reference/business as usual,Agricultural Shift,2050,texas,hydrogen,2778,2778,12162,12162,3500000,190000,93.09,23.27
Reference/business as usual,Agricultural Shift,2050,texas,biodiesel,2528,0,11068,0,3500000,0,93.09,23.27
Reference/business as usual,Agricultural Shift,2050,texas,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Agricultural Shift,2050,texas,battery,2851,8553,12482,37445,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,california,diesel,3020,0,13222,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,california,hydrogen,2743,2743,12009,12009,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,california,biodiesel,2844,0,12451,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,california,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,california,battery,2206,6618,9658,28974,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,central,diesel,2937,0,12858,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,central,hydrogen,3054,3054,13370,13370,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,central,biodiesel,3232,0,14150,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,central,battery,3009,9027,13173,39520,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,middle_atlantic,diesel,3188,0,13957,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,middle_atlantic,hydrogen,3207,3207,14040,14040,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,middle_atlantic,biodiesel,2464,0,10787,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,middle_atlantic,battery,2972,8916,13011,39034,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_central,diesel,2194,0,9605,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_central,hydrogen,2554,2554,11181,11181,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_central,biodiesel,3066,0,13423,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_central,battery,3218,9654,14088,42265,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_east,diesel,3241,0,14189,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_east,hydrogen,2725,2725,11930,11930,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_east,biodiesel,2196,0,9614,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_east,battery,3006,9018,13160,39481,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_west,diesel,3073,0,13454,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_west,hydrogen,2571,2571,11256,11256,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_west,biodiesel,2472,0,10822,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,north_west,battery,2336,7008,10227,30681,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,south_east,diesel,2643,0,11571,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,south_east,hydrogen,2292,2292,10034,10034,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,south_east,biodiesel,2585,0,11317,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,south_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,south_east,battery,2229,6687,9759,29276,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,south_west,diesel,3179,0,13918,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,south_west,hydrogen,3226,3226,14123,14123,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,south_west,biodiesel,3108,0,13607,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,south_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,south_west,battery,2195,6585,9610,28829,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,texas,diesel,2979,0,13042,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,texas,hydrogen,2491,2491,10906,10906,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2025,texas,biodiesel,3132,0,13712,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,texas,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2025,texas,battery,2736,8208,11978,35935,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,california,diesel,2779,0,12166,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,california,hydrogen,2558,2558,11199,11199,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,california,biodiesel,3218,0,14088,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,california,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,california,battery,2649,7947,11597,34792,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,central,diesel,2992,0,13099,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,central,hydrogen,2949,2949,12911,12911,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,central,biodiesel,2291,0,10030,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,central,battery,2553,7659,11177,33531,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,middle_atlantic,diesel,2812,0,12311,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,middle_atlantic,hydrogen,2450,2450,10726,10726,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,middle_atlantic,biodiesel,2594,0,11357,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,middle_atlantic,battery,3000,9000,13134,39402,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_central,diesel,2322,0,10166,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_central,hydrogen,2908,2908,12731,12731,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_central,biodiesel,2822,0,12355,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_central,battery,3011,9033,13182,39546,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_east,diesel,3212,0,14062,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_east,hydrogen,3057,3057,13384,13384,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_east,biodiesel,2822,0,12355,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_east,battery,2809,8427,12298,36893,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_west,diesel,2579,0,11291,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_west,hydrogen,2609,2609,11422,11422,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_west,biodiesel,2391,0,10468,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,north_west,battery,2693,8079,11790,35370,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,south_east,diesel,2629,0,11510,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,south_east,hydrogen,2503,2503,10958,10958,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,south_east,biodiesel,2377,0,10407,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,south_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,south_east,battery,2338,7014,10236,30707,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,south_west,diesel,2284,0,9999,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,south_west,hydrogen,2778,2778,12162,12162,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,south_west,biodiesel,3275,0,14338,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,south_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,south_west,battery,3149,9447,13786,41359,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,texas,diesel,2981,0,13051,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,texas,hydrogen,2838,2838,12425,12425,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2030,texas,biodiesel,2692,0,11786,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,texas,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2030,texas,battery,2760,8280,12083,36250,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,california,diesel,3060,0,13397,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,california,hydrogen,3221,3221,14102,14102,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,california,biodiesel,2694,0,11794,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,california,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,california,battery,2368,7104,10367,31101,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,central,diesel,2302,0,10078,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,central,hydrogen,2715,2715,11886,11886,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,central,biodiesel,3033,0,13278,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,central,battery,2853,8559,12490,37471,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,middle_atlantic,diesel,2649,0,11597,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,middle_atlantic,hydrogen,2475,2475,10836,10836,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,middle_atlantic,biodiesel,2834,0,12407,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,middle_atlantic,battery,2690,8070,11777,35330,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_central,diesel,2516,0,11015,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_central,hydrogen,2613,2613,11440,11440,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_central,biodiesel,2415,0,10573,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_central,battery,2476,7428,10840,32520,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_east,diesel,2227,0,9750,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_east,hydrogen,2776,2776,12153,12153,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_east,biodiesel,2497,0,10932,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_east,battery,2958,8874,12950,38850,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_west,diesel,2546,0,11146,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_west,hydrogen,3052,3052,13362,13362,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_west,biodiesel,3004,0,13152,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,north_west,battery,2727,8181,11939,35816,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,south_east,diesel,2888,0,12644,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,south_east,hydrogen,3019,3019,13217,13217,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,south_east,biodiesel,2916,0,12766,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,south_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,south_east,battery,2592,7776,11348,34043,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,south_west,diesel,2762,0,12092,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,south_west,hydrogen,3232,3232,14150,14150,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,south_west,biodiesel,3110,0,13616,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,south_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,south_west,battery,2508,7524,10980,32940,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,texas,diesel,3158,0,13826,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,texas,hydrogen,3244,3244,14202,14202,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2035,texas,biodiesel,2789,0,12210,0,3500000,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,texas,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,business_as_usual,2035,texas,battery,2508,7524,10980,32940,3500000,190000,93.09,23.27
Reference/business as usual,business_as_usual,2040,california,diesel,2413,0,10564,0,3500000,0,93.09,23.27
